1623124705,22,30,44
1623124711,22,30,44
1623124716,22,30,44
1623124722,21,29,45
1623124727,21,29,45
1623124733,21,29,45
1623124738,21,29,45
1623124743,21,29,45
1623124749,21,29,45
1623124754,21,29,45
1623124760,21,29,45
1623124766,21,29,45
1623124773,21,29,45
1623124779,21,29,45
1623124786,21,29,45
1623124792,21,29,45
1623124799,21,29,45
1623124805,21,29,45
1623124810,21,29,45
1623124818,21,29,45
1623124824,21,29,45
1623124843,21,29,45
1623124849,21,29,45
1623124855,21,29,45
1623124861,21,29,45
1623124867,21,29,45
1623124873,21,29,45
1623124879,21,29,45
1623124884,21,29,45
1623124890,21,29,45
1623124895,21,29,45
1623124900,21,29,45
1623124906,21,29,45
1623124911,21,29,45
1623124917,21,29,45
1623124922,21,29,45
1623124928,21,29,45
1623124935,21,29,45
1623124940,21,29,45
1623124946,21,29,45
1623124952,21,29,45
1623124957,21,29,45
1623124963,21,29,45
1623124969,21,29,45
1623124975,21,29,45
1623124980,21,29,45
1623125003,22,30,44
1623125008,22,30,44
1623125014,22,30,44
1623125020,22,30,44
1623125025,22,30,44
1623125031,22,30,44
1623125036,22,30,44
1623125042,22,30,44
1623125047,22,30,44
1623125053,22,30,44
1623125058,22,30,44
1623125064,22,30,44
1623125070,22,30,44
1623125075,22,30,44
1623125082,22,30,44
1623125088,22,30,44
1623125093,22,30,44
1623125098,22,30,44
1623125104,22,30,44
1623125110,22,30,44
1623125115,22,30,44
1623125121,22,30,44
1623125126,22,30,44
1623125132,22,30,44
1623125138,22,30,44
1623125143,23,31,43
1623125149,23,31,43
1623125154,23,31,43
1623125160,23,31,43
1623125165,23,31,43
1623125171,23,31,43
1623125176,24,32,42
1623125182,24,32,42
1623125188,24,32,42
1623125193,24,32,42
1623125199,24,32,42
1623125204,24,32,42
1623125210,24,32,42
1623125215,24,32,42
1623125221,24,32,42
1623125227,24,32,42
1623125232,24,32,42
1623125238,24,32,42
1623125244,24,32,42
1623125250,24,32,42
1623125256,24,32,42
1623125262,24,32,42
1623125268,25,32,42
1623125273,25,32,42
1623125279,25,32,42
1623125285,25,32,42
1623125291,25,32,42
1623125296,25,33,41
1623125302,25,33,41
1623125307,25,33,41
1623125313,25,33,41
1623125318,25,33,41
1623125325,25,33,41
1623125330,25,33,41
1623125336,25,33,41
1623125341,25,33,41
1623125347,25,33,41
1623125353,25,33,41
1623125358,25,33,41
1623125364,25,33,41
1623125369,25,33,41
1623125375,24,32,42
1623125380,24,32,42
1623125386,24,32,42
1623125391,24,32,42
1623125397,24,32,42
1623125402,24,32,42
1623125408,23,31,43
1623125413,23,31,43
1623125419,23,31,43
1623125424,23,31,43
1623125430,23,31,43
1623125435,23,31,43
1623125441,23,31,43
1623125447,23,31,43
1623125453,23,31,43
1623125459,23,31,43
1623125465,23,31,43
1623125471,23,31,43
1623125478,23,31,43
1623125485,23,31,43
1623125491,22,30,44
1623125497,21,29,45
1623125503,21,29,45
1623125509,21,29,45
1623125514,22,30,44
1623125520,22,30,44
1623125525,22,30,44
1623125531,22,29,45
1623125536,22,30,44
1623125542,23,31,43
1623125548,23,31,43
1623125554,23,31,43
1623125560,23,31,43
1623125565,23,31,43
1623125571,24,32,42
1623125576,24,32,42
1623125582,24,32,42
1623125588,24,32,42
1623125593,24,32,42
1623125599,24,32,42
1623125605,24,32,42
1623125611,24,32,42
1623125616,24,32,42
1623125622,24,32,42
1623125630,24,32,42
1623125636,24,32,42
1623125641,24,32,42
1623125646,24,32,42
1623125652,24,32,42
1623125657,24,32,42
1623125663,24,32,42
1623125668,24,32,42
1623125673,24,32,42
1623125679,24,32,42
1623125685,24,32,42
1623125690,23,31,43
1623125696,23,31,43
1623125702,23,31,43
1623125707,23,31,43
1623125713,23,31,43
1623125718,23,31,43
1623125724,23,31,43
1623125730,23,31,43
1623125739,23,31,43
1623125744,23,31,43
1623125751,23,31,43
1623125757,23,31,43
1623125763,23,31,43
1623125769,23,31,43
1623125776,23,31,43
1623125782,23,31,43
1623125788,23,31,43
1623125793,23,31,43
1623125800,23,31,43
1623125805,23,31,43
1623125812,23,31,43
1623125817,23,31,43
1623125823,23,31,43
1623125831,23,31,43
1623125837,23,31,43
1623125843,23,31,43
1623125849,23,31,43
1623125855,23,31,43
1623125861,23,31,43
1623125867,23,31,43
1623125873,23,31,43
1623125879,23,31,43
1623125884,23,31,43
1623125890,23,31,43
1623125895,23,31,43
1623125901,23,31,43
1623125907,23,31,43
1623125913,23,31,43
1623125919,23,31,43
1623125925,23,31,43
1623125932,23,31,43
1623125938,23,31,43
1623125943,23,30,44
1623125949,23,30,44
1623125954,23,30,44
1623125960,23,31,43
1623125966,23,31,43
1623125972,23,31,43
1623125978,23,31,43
1623125983,23,31,43
1623125989,23,31,43
1623125994,23,31,43
1623126000,23,31,43
1623126005,23,31,43
1623126011,23,31,43
1623126016,23,31,43
1623126022,23,31,43
1623126028,23,31,43
1623126033,23,31,43
1623126039,23,31,43
1623126045,23,31,43
1623126051,23,31,43
1623126058,23,31,43
1623126064,23,31,43
1623126070,23,31,43
1623126075,23,31,43
1623126081,23,30,44
1623126086,23,30,44
1623126092,23,30,44
1623126098,23,30,44
1623126103,23,30,44
1623126109,23,30,44
1623126114,23,31,43
1623126120,23,31,43
1623126125,23,31,43
1623126131,23,31,43
1623126136,23,31,43
1623126142,23,31,43
1623126148,23,31,43
1623126153,23,31,43
1623126159,23,31,43
1623126165,23,31,43
1623126170,23,31,43
1623126176,23,31,43
1623126181,23,31,43
1623126187,23,31,43
1623126195,23,31,43
1623126202,23,31,43
1623126211,23,31,43
1623126218,23,31,43
1623126224,23,31,43
1623126231,23,31,43
1623126239,23,31,43
1623126250,23,31,43
1623126258,23,31,43
1623126263,23,31,43
1623126269,23,31,43
1623126275,23,31,43
1623126280,22,30,44
1623126287,22,30,44
1623126292,22,30,44
1623126299,22,30,44
1623126304,22,30,44
1623126311,22,30,44
1623126317,22,30,44
1623126323,22,30,44
1623126329,22,30,44
1623126334,22,30,44
1623126340,22,30,44
1623126345,22,30,44
1623126351,22,30,44
1623126356,22,30,44
1623126362,22,30,44
1623126367,22,29,45
1623126373,22,29,45
1623126378,22,29,45
1623126384,22,29,45
1623126389,22,29,45
1623126395,22,29,45
1623126400,22,29,45
1623126406,22,29,45
1623126411,22,29,45
1623126417,22,29,45
1623126422,22,29,45
1623126428,22,29,45
1623126434,22,30,44
1623126439,22,30,44
1623126445,23,31,43
1623126451,23,31,43
1623126462,23,31,43
1623126469,23,31,43
1623126475,23,31,43
1623126480,23,31,43
1623126485,23,31,43
1623126491,23,31,43
1623126496,23,31,43
1623126507,23,31,43
1623126513,23,31,43
1623126518,23,31,43
1623126523,23,31,43
1623126529,23,31,43
1623126534,23,31,43
1623126540,23,31,43
1623126546,23,31,43
1623126551,23,31,43
1623126557,23,31,43
1623126562,23,31,43
1623126567,24,32,42
1623126574,24,32,42
1623126579,24,32,42
1623126585,24,32,42
1623126590,24,32,42
1623126595,24,31,43
1623126601,24,31,43
1623126606,24,31,43
1623126619,23,30,44
1623126624,23,30,44
1623126630,23,30,44
1623126635,23,30,44
1623126641,23,30,44
1623126646,23,31,43
1623126652,23,31,43
1623126657,23,31,43
1623126663,23,31,43
1623126668,23,31,43
1623126674,23,31,43
1623126679,23,31,43
1623126684,23,31,43
1623126690,23,31,43
1623126696,23,31,43
1623126701,23,31,43
1623126707,23,31,43
1623126712,23,31,43
1623126718,23,31,43
1623126723,23,31,43
1623126729,23,31,43
1623126735,23,31,43
1623126740,23,31,43
1623126746,23,31,43
1623126752,23,31,43
1623126758,23,31,43
1623126763,23,31,43
1623126769,23,31,43
1623126775,23,31,43
1623126780,23,31,43
1623126786,23,31,43
1623126791,23,31,43
1623126797,23,31,43
1623126802,23,31,43
1623126807,23,31,43
1623126813,22,30,44
1623126818,22,30,44
1623126824,22,30,44
1623126830,23,31,43
1623126835,23,31,43
1623126841,23,31,43
1623126846,23,31,43
1623126852,23,30,44
1623126857,23,30,44
1623126863,23,30,44
1623126868,24,31,43
1623126874,25,32,42
1623126880,26,33,41
1623126885,26,33,41
1623126891,26,33,41
1623126896,26,33,41
1623126902,26,33,41
1623126908,26,34,40
1623126913,26,34,40
1623126919,26,34,40
1623126924,26,34,40
1623126930,26,34,40
1623126935,26,34,40
1623126940,26,34,40
1623126946,26,34,40
1623126952,26,34,40
1623126957,26,34,40
1623126963,26,34,40
1623126968,26,34,40
1623126974,26,34,40
1623126980,26,34,40
1623126985,26,34,40
1623126991,26,34,40
1623126996,26,34,40
1623127002,26,34,40
1623127007,26,34,40
1623127013,26,34,40
1623127018,26,34,40
1623127024,26,34,40
1623127029,26,34,40
1623127035,26,34,40
1623127041,26,34,40
1623127046,26,34,40
1623127052,26,34,40
1623127057,26,34,40
1623127063,26,34,40
1623127068,26,34,40
1623127074,25,33,41
1623127079,25,33,41
1623127085,26,34,40
1623127090,26,34,40
1623127096,26,34,40
1623127102,26,34,40
1623127107,26,34,40
1623127113,26,34,40
1623127118,26,34,40
1623127124,26,34,40
1623127129,26,34,40
1623127135,26,34,40
1623127140,26,34,40
1623127146,26,34,40
1623127152,26,33,41
1623127157,26,34,40
1623127163,26,34,40
1623127168,26,34,40
1623127174,26,34,40
1623127179,26,34,40
1623127185,25,33,41
1623127190,25,33,41
1623127196,25,33,41
1623127202,25,33,41
1623127207,25,34,40
1623127212,25,34,40
1623127218,25,34,40
1623127223,25,34,40
1623127229,25,35,39
1623127234,25,35,39
1623127240,25,35,39
1623127248,25,35,39
1623127257,25,35,39
1623127263,25,35,39
1623127269,26,36,38
1623127275,26,36,38
1623127280,26,36,38
1623127286,25,35,39
1623127292,25,35,39
1623127297,25,35,39
1623127303,25,35,39
1623127308,25,35,39
1623127314,25,35,39
1623127320,25,35,39
1623127325,25,35,39
1623127331,25,35,39
1623127337,25,35,39
1623127342,25,35,39
1623127348,25,35,39
1623127353,25,35,39
1623127359,25,35,39
1623127364,25,35,39
1623127370,25,35,39
1623127375,25,35,39
1623127381,25,35,39
1623127386,24,34,40
1623127392,24,34,40
1623127398,24,33,41
1623127404,24,33,41
1623127409,24,34,40
1623127415,24,34,40
1623127420,24,34,40
1623127426,24,34,40
1623127431,24,33,41
1623127437,24,33,41
1623127442,24,33,41
1623127448,24,33,41
1623127453,24,33,41
1623127459,24,33,41
1623127464,24,33,41
1623127470,24,33,41
1623127475,24,33,41
1623127481,24,33,41
1623127487,24,33,41
1623127492,24,33,41
1623127497,24,33,41
1623127503,24,33,41
1623127508,24,33,41
1623127514,24,32,42
1623127519,23,31,43
1623127525,23,31,43
1623127530,23,31,43
1623127536,23,31,43
1623127541,23,31,43
1623127546,23,32,42
1623127552,23,32,42
1623127557,23,32,42
1623127563,23,32,42
1623127568,23,32,42
1623127574,23,31,43
1623127579,23,31,43
1623127584,23,31,43
1623127590,23,31,43
1623127595,23,31,43
1623127600,23,31,43
1623127606,23,31,43
1623127611,23,32,42
1623127617,23,32,42
1623127622,23,32,42
1623127628,23,32,42
1623127634,23,32,42
1623127639,23,32,42
1623127645,23,32,42
1623127650,23,32,42
1623127656,23,32,42
1623127661,23,32,42
1623127667,23,32,42
1623127672,23,32,42
1623127678,23,32,42
1623127683,23,32,42
1623127688,24,33,41
1623127694,24,33,41
1623127699,24,33,41
1623127704,24,33,41
1623127710,24,33,41
1623127715,24,33,41
1623127720,24,33,41
1623127726,24,33,41
1623127731,24,33,41
1623127736,24,33,41
1623127742,24,33,41
1623127747,24,33,41
1623127753,24,33,41
1623127758,24,33,41
1623127764,24,33,41
1623127769,24,33,41
1623127774,24,33,41
1623127780,24,33,41
1623127785,24,33,41
1623127790,24,33,41
1623127796,24,33,41
1623127801,24,33,41
1623127807,24,33,41
1623127812,24,33,41
1623127817,24,33,41
1623127823,24,33,41
1623127828,24,33,41
1623127834,25,34,40
1623127839,25,34,40
1623127845,25,34,40
1623127850,25,34,40
1623127856,25,34,40
1623127861,25,34,40
1623127867,25,34,40
1623127872,25,34,40
1623127878,25,34,40
1623127883,25,34,40
1623127888,25,34,40
1623127894,25,34,40
1623127899,25,34,40
1623127905,25,34,40
1623127910,25,34,40
1623127916,25,34,40
1623127921,25,34,40
1623127926,25,34,40
1623127931,25,34,40
1623127937,25,34,40
1623127943,25,34,40
1623127948,25,34,40
1623127954,25,33,41
1623127959,25,34,40
1623127965,25,34,40
1623127971,25,34,40
1623127976,25,34,40
1623127982,25,34,40
1623127987,25,34,40
1623127993,24,33,41
1623127998,24,33,41
1623128003,25,34,40
1623128009,25,34,40
1623128014,25,34,40
1623128020,25,34,40
1623128025,25,34,40
1623128030,25,34,40
1623128036,25,34,40
1623128041,25,34,40
1623128047,25,34,40
1623128052,25,34,40
1623128058,25,34,40
1623128063,25,34,40
1623128069,25,34,40
1623128074,25,34,40
1623128079,25,33,41
1623128085,25,33,41
1623128090,25,33,41
1623128096,25,33,41
1623128101,25,33,41
1623128107,25,33,41
1623128112,25,33,41
1623128118,24,32,42
1623128123,24,32,42
1623128129,24,32,42
1623128134,24,32,42
1623128140,24,32,42
1623128145,24,32,42
1623128151,24,32,42
1623128156,24,32,42
1623128161,24,32,42
1623128167,23,31,43
1623128172,23,31,43
1623128177,22,30,44
1623128183,22,30,44
1623128188,22,30,44
1623128194,22,30,44
1623128199,22,30,44
1623128205,22,30,44
1623128210,22,30,44
1623128215,22,30,44
1623128221,22,30,44
1623128226,22,30,44
1623128231,22,30,44
1623128237,22,30,44
1623128242,22,30,44
1623128248,22,30,44
1623128253,22,30,44
1623128259,22,30,44
1623128264,22,29,45
1623128270,22,29,45
1623128275,22,29,45
1623128280,22,29,45
1623128286,22,29,45
1623128291,22,29,45
1623128296,22,29,45
1623128302,22,29,45
1623128307,22,29,45
1623128313,22,29,45
1623128318,22,30,44
1623128324,22,30,44
1623128329,22,30,44
1623128335,22,30,44
1623128340,22,30,44
1623128346,22,30,44
1623128351,22,30,44
1623128356,22,30,44
1623128362,22,31,43
1623128367,22,31,43
1623128373,22,31,43
1623128378,22,31,43
1623128383,22,31,43
1623128389,22,31,43
1623128394,22,31,43
1623128400,22,31,43
1623128405,22,31,43
1623128411,22,31,43
1623128416,22,31,43
1623128422,22,31,43
1623128427,22,31,43
1623128433,22,31,43
1623128438,22,31,43
1623128444,23,32,42
1623128450,22,31,43
1623128455,22,31,43
1623128461,22,31,43
1623128467,22,31,43
1623128473,22,31,43
1623128478,22,31,43
1623128484,22,30,44
1623128489,22,30,44
1623128495,22,30,44
1623128500,22,30,44
1623128506,22,30,44
1623128511,22,30,44
1623128517,22,30,44
1623128522,22,30,44
1623128528,22,30,44
1623128534,22,29,45
1623128540,22,29,45
1623128545,22,29,45
1623128551,22,29,45
1623128558,22,29,45
1623128564,21,28,46
1623128570,21,28,46
1623128576,21,28,46
1623128581,21,28,46
1623128587,21,28,46
1623128592,21,28,46
1623128597,21,28,46
1623128603,21,28,46
1623128609,21,28,46
1623128614,21,28,46
1623128620,21,28,46
1623128626,21,28,46
1623128631,21,28,46
1623128637,21,28,46
1623128643,21,28,46
1623128648,22,29,45
1623128654,22,29,45
1623128660,22,29,45
1623128666,22,29,45
1623128671,22,29,45
1623128677,22,29,45
1623128682,22,29,45
1623128688,22,29,45
1623128693,22,29,45
1623128699,22,29,45
1623128704,22,29,45
1623128709,22,30,44
1623128715,22,30,44
1623128722,22,30,44
1623128727,22,30,44
1623128742,22,30,44
1623128748,23,31,43
1623128754,22,31,43
1623128760,22,31,43
1623128766,22,31,43
1623150564,25,35,38
1623150570,25,35,38
1623150575,25,34,39
1623150581,25,34,39
1623150586,25,34,39
1623150591,25,34,39
1623150597,25,34,39
1623150602,25,34,39
1623150607,25,34,39
1623150613,25,34,39
1623150618,25,35,38
1623150623,25,35,38
1623150629,25,35,38
1623150634,25,35,38
1623150640,25,35,38
1623150645,25,35,38
1623150650,25,35,38
1623150655,25,35,38
1623150661,25,35,38
1623150666,25,35,38
1623150671,25,35,38
1623150677,25,35,38
1623150682,24,35,38
1623150688,26,37,36
1623150693,26,37,36
1623150699,26,37,36
1623150704,26,37,36
1623150709,27,38,35
1623150715,27,38,35
1623150720,27,38,35
1623150725,27,38,35
1623150744,27,38,35
1623150749,27,38,35
1623150755,27,38,35
1623150760,26,37,36
1623150765,26,37,36
1623150771,26,37,36
1623150776,26,37,36
1623150781,26,37,36
1623150787,26,37,36
1623150798,26,37,36
1623150804,26,37,36
1623150809,26,37,36
1623150815,26,37,36
1623150820,26,36,37
1623150825,26,36,37
1623150831,26,36,37
1623150836,26,36,37
1623150841,26,35,38
1623150847,26,35,38
1623150852,26,35,38
1623150857,26,35,38
1623150863,26,35,38
1623150868,26,35,38
1623150882,26,36,37
1623150888,26,36,37
1623150893,26,36,37
1623150898,26,36,37
1623150904,26,36,37
1623150909,26,36,37
1623150915,25,35,38
1623150920,25,35,38
1623150925,25,35,38
1623150931,25,35,38
1623150936,25,35,38
1623150941,26,36,37
1623150947,26,36,37
1623150952,26,36,37
1623150957,26,36,37
1623150963,26,36,37
1623150968,26,36,37
1623150974,26,36,37
1623150979,26,36,37
1623150984,26,36,37
1623150990,26,36,37
1623150995,26,36,37
1623151000,26,35,38
1623151005,26,35,38
1623151011,26,35,38
1623151016,26,35,38
1623151021,26,35,38
1623151027,25,34,39
1623151032,25,34,39
1623151038,25,34,39
1623151043,26,35,38
1623151049,26,35,38
1623151054,26,35,38
1623151060,26,35,38
1623151065,25,35,38
1623151070,25,35,38
1623151076,25,35,38
1623151081,25,35,38
1623151086,25,35,38
1623151092,25,35,38
1623151097,25,35,38
1623151103,25,35,38
1623151108,25,35,38
1623151114,26,36,37
1623151119,25,35,38
1623151124,25,35,38
1623151129,25,35,38
1623151135,25,36,37
1623151140,25,36,37
1623151145,24,35,38
1623151151,24,34,39
1623151156,24,34,39
1623151161,24,34,39
1623151167,24,34,39
1623151172,24,34,39
1623151177,23,33,40
1623151183,23,33,40
1623151188,24,34,39
1623151194,24,34,39
1623151199,24,34,39
1623151204,24,34,39
1623151210,24,35,38
